"issuer_ca_id","issuer_name","id","common_name","name_value","entry_timestamp","not_before","not_after","serial_number"
183267,"C=US, O=Let's Encrypt, CN=R3",3833920380,"wellread.ebdrup.biosustain.dtu.dk","wellread.ebdrup.biosustain.dtu.dk","2020-12-26T21:38:51.488","2020-12-26T20:38:51","2021-03-26T20:38:51","032ea5b28328feacf4465bf1937b9f47da78"
183267,"C=US, O=Let's Encrypt, CN=R3",3823224218,"asdc.space.dtu.dk","asdc.space.dtu.dk","2020-12-24T06:46:02.575","2020-12-24T05:46:02","2021-03-24T05:46:02","04375ec54dd01b3c4dd0f1af055bfa06e35f"
183267,"C=US, O=Let's Encrypt, CN=R3",3817861411,"dispensation.genoptag.dtu.dk","dispensation.genoptag.dtu.dk","2020-12-23T00:34:29.639","2020-12-22T23:34:29","2021-03-22T23:34:29","04e030628a70bf3ee446e5480fe62e4b4870"
183267,"C=US, O=Let's Encrypt, CN=R3",3815930691,"redmine.k02614.hpc.dtu.dk","redmine.k02614.hpc.dtu.dk","2020-12-22T13:28:52.342","2020-12-22T12:28:52","2021-03-22T12:28:52","04641a6d59a300a14bf9cda3563f58ce5474"
183267,"C=US, O=Let's Encrypt, CN=R3",3814657129,"hex.kko.dtu.dk","hex.kko.dtu.dk","2020-12-22T06:46:28.182","2020-12-22T05:46:28","2021-03-22T05:46:28","04c0c5b4dbf01af5d463ec518f60ddaf9078"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3813647080,"www.dtu.dk","www.bfi.byg.dtu.dk
www.dtu.dk
www.dyncon-orc.mek.dtu.dk
www.ems.elektro.dtu.dk
www.energi.case.dtu.dk
www.es.man.dtu.dk
www.innovation.man.dtu.dk
www.iptop.transport.dtu.dk
www.se.byg.dtu.dk
www.sustainability.man.dtu.dk
www.sys.man.dtu.dk","2020-12-22T01:27:28.383","2020-12-22T00:00:00","2021-11-26T23:59:59","00ff9a89012939eac442b55dbfcf977edf"
183267,"C=US, O=Let's Encrypt, CN=R3",3811573111,"dev.lydenafdk.compute.dtu.dk","dev.lydenafdk.compute.dtu.dk","2020-12-21T13:46:38.501","2020-12-21T12:46:38","2021-03-21T12:46:38","049eb0f19f65927d21244341ac0ee7fc4f2f"
183267,"C=US, O=Let's Encrypt, CN=R3",3811152535,"doc.it.env.dtu.dk","doc.it.env.dtu.dk","2020-12-21T11:27:04.522","2020-12-21T10:27:04","2021-03-21T10:27:04","0391c2f5f207a43b75d9dfa70474ecd33f2c"
183267,"C=US, O=Let's Encrypt, CN=R3",3811155585,"care.env.dtu.dk","care.env.dtu.dk
crypto-party.it.env.dtu.dk
doc.it.env.dtu.dk
glossary.env.dtu.dk
keys.env.dtu.dk
login.env.dtu.dk
viden2.it.env.dtu.dk
vwww2.env.dtu.dk
wiki-wt.env.dtu.dk
www.impact.env.dtu.dk","2020-12-21T11:26:59.129","2020-12-21T10:26:58","2021-03-21T10:26:58","03be0ab5b222588a864981ef6067cfb05549"
183267,"C=US, O=Let's Encrypt, CN=R3",3810725538,"onlinecareerevents.com","jobbank.dtu.dk","2020-12-21T09:04:38.103","2020-12-21T08:04:37","2021-03-21T08:04:37","0462752dbca978ec33219ec210085905451a"
183267,"C=US, O=Let's Encrypt, CN=R3",3810672067,"dev.lydenafdk.compute.dtu.dk","dev.lydenafdk.compute.dtu.dk","2020-12-21T08:49:28.488","2020-12-21T07:49:28","2021-03-21T07:49:28","04ede5a025ceba0b5a22a2ec6b0ed43f2bca"
183267,"C=US, O=Let's Encrypt, CN=R3",3809134005,"www.campusnet.dtu.dk","www.campusnet.dtu.dk","2020-12-21T00:37:40.273","2020-12-20T23:37:40","2021-03-20T23:37:40","042a81e294b9f42049908082ca63dd445d3f"
183267,"C=US, O=Let's Encrypt, CN=R3",3809126186,"optag.dtu.dk","optag.dtu.dk","2020-12-21T00:36:37.399","2020-12-20T23:36:37","2021-03-20T23:36:37","044680c4886354c485f5e6d26fbf03cefac1"
183267,"C=US, O=Let's Encrypt, CN=R3",3809123946,"cn.dtu.dk","cn.dtu.dk","2020-12-21T00:34:39.592","2020-12-20T23:34:39","2021-03-20T23:34:39","0485269e218c63bc273ff8bdbf6f061a9dbd"
183267,"C=US, O=Let's Encrypt, CN=R3",3809121441,"campusnet.dtu.dk","campusnet.dtu.dk","2020-12-21T00:34:13.812","2020-12-20T23:34:13","2021-03-20T23:34:13","04b0c2a4decfb5a038c70f33b96dc585310f"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3798706033,"www.dtu.dk","www.bfi.byg.dtu.dk
www.dtu.dk
www.dyncon-orc.mek.dtu.dk
www.ems.elektro.dtu.dk
www.energi.case.dtu.dk
www.es.man.dtu.dk
www.innovation.man.dtu.dk
www.iptop.transport.dtu.dk
www.se.byg.dtu.dk
www.sustainability.man.dtu.dk
www.sys.man.dtu.dk","2020-12-18T16:07:41.737","2020-12-18T00:00:00","2021-11-26T23:59:59","027d09aa97db9dd18439a9bf7d0a5693"
183267,"C=US, O=Let's Encrypt, CN=R3",3798453081,"onlinecareerevents.com","jobbank.dtu.dk","2020-12-18T14:47:41.471","2020-12-18T13:47:41","2021-03-18T13:47:41","0349a1584943f28dd8808e0af55626477b3a"
183267,"C=US, O=Let's Encrypt, CN=R3",3791189540,"cn.inside.dtu.dk","cn.inside.dtu.dk","2020-12-17T00:34:27.606","2020-12-16T23:34:27","2021-03-16T23:34:27","036692975c9318bfba42441d63878c3f8630"
183267,"C=US, O=Let's Encrypt, CN=R3",3790232452,"pf.dtu.dk","pf.dtu.dk
www.pf.dtu.dk","2020-12-16T19:10:44.023","2020-12-16T18:10:43","2021-03-16T18:10:43","046aa15c8b275b4033927776f491d542c9a0"
183267,"C=US, O=Let's Encrypt, CN=R3",3789964667,"bdash.ebdrup.biosustain.dtu.dk","bdash.ebdrup.biosustain.dtu.dk","2020-12-16T17:41:37.82","2020-12-16T16:41:37","2021-03-16T16:41:37","034388a0a9b41a2fcee7cc8dc083e6691169"
183267,"C=US, O=Let's Encrypt, CN=R3",3784353194,"tspa.byg.dtu.dk","tspa.byg.dtu.dk","2020-12-15T14:13:57.598","2020-12-15T13:13:57","2021-03-15T13:13:57","03db483741824eb59f5ae8d3b880b4ae339c"
183267,"C=US, O=Let's Encrypt, CN=R3",3782707853,"backend.orbit.dtu.dk","backend.orbit.dtu.dk","2020-12-15T06:13:25.18","2020-12-15T05:13:24","2021-03-15T05:13:24","04dcd97b8b75a28390a4f7b3ac6247e1a12d"
183267,"C=US, O=Let's Encrypt, CN=R3",3780599285,"mad7.ebdrup.biosustain.dtu.dk","mad7.ebdrup.biosustain.dtu.dk","2020-12-14T20:25:52.425","2020-12-14T19:25:52","2021-03-14T19:25:52","045687d29cf066ec9e30b2e7c6e200580e16"
1624,"C=US, ST=Illinois, L=Chicago, O=""Trustwave Holdings, Inc."", CN=""Trustwave Organization Validation SHA256 CA, Level 1"", emailAddress=ca@trustwave.com",3777246386,"*.compute.dtu.dk","*.compute.dtu.dk
compute.dtu.dk
www2.imm.dtu.dk
www.imm.dtu.dk","2020-12-14T06:12:55.72","2020-12-11T01:42:17","2021-03-17T01:41:17","0735847f1e79a00ae2a36c82c16a2e2d05e567"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3767103501,"www.dtu.dk","ait-psc05cd01.win.dtu.dk
ait-psc05cd02.win.dtu.dk
ait-psc05cd03.win.dtu.dk
ait-psc05cd04.win.dtu.dk
ait-psc05cd05.win.dtu.dk
ait-psc05cd11.win.dtu.dk
www811.sitecore.dtu.dk
www81.sitecore.dtu.dk
www82.sitecore.dtu.dk
www83.sitecore.dtu.dk
www84.sitecore.dtu.dk
www85.sitecore.dtu.dk
www8.sitecore.dtu.dk
www.adgangskursus.dtu.dk
www.alumni.dtu.dk
www.aqua.dtu.dk
www.bibliotek.dtu.dk
www.bioengineering.dtu.dk
www.biosustain.dtu.dk
www.brand.dtu.dk
www.byg.dtu.dk
www.cee.elektro.dtu.dk
www.cere.dtu.dk
www.compute.dtu.dk
www.cta.man.dtu.dk
www.dipi.food.dtu.dk
www.diplom.dtu.dk
www.dtu.dk
www.elektro.dtu.dk
www.energy.dtu.dk
www.entrepreneurship.dtu.dk
www.env.dtu.dk
www.executive.dtu.dk
www.food.dtu.dk
www.fotonik.dtu.dk
www.fysik.dtu.dk
www.healthtech.dtu.dk
www.healthykids.food.dtu.dk
www.iciee.byg.dtu.dk
www.in-power.ems.elektro.dtu.dk
www.kemi.dtu.dk
www.kt.dtu.dk
www.man.dtu.dk
www.mek.dtu.dk
www.nano.dtu.dk
www.nanolab.dtu.dk
www.oilgas.dtu.dk
www.scienceshow.dtu.dk
www.skylab.dtu.dk
www.space.dtu.dk
www.staff.dtu.dk
www.transport.dtu.dk
www.transport.man.dtu.dk
www.vindenergi.dtu.dk","2020-12-11T21:51:04.724","2020-12-11T00:00:00","2021-12-11T23:59:59","00bcd00ce1bce82b85c695511a339c0ba6"
183267,"C=US, O=Let's Encrypt, CN=R3",3765388462,"onlinecareerevents.com","jobbank.dtu.dk","2020-12-11T11:49:02.096","2020-12-11T10:49:01","2021-03-11T10:49:01","03682aa303be7b2bb6917e5d698bb93618fc"
79010,"CN=Trustwave OV SHA256 Pre-Certificate CA, O=""Trustwave Holdings, Inc."", L=Chicago, ST=Illinois, C=US",3764622661,"*.compute.dtu.dk","*.compute.dtu.dk
compute.dtu.dk
www2.imm.dtu.dk
www.imm.dtu.dk","2020-12-11T07:42:18.168","2020-12-11T01:42:17","2021-03-17T01:41:17","0735847f1e79a00ae2a36c82c16a2e2d05e567"
183267,"C=US, O=Let's Encrypt, CN=R3",3761430789,"iso27001.it.env.dtu.dk","iso27001.it.env.dtu.dk
limestone.env.dtu.dk
moodle.env.dtu.dk
www-mw.env.dtu.dk","2020-12-10T12:56:14.44","2020-12-10T11:56:14","2021-03-10T11:56:14","038f2829bd9ef265cecba35c850005121443"
183267,"C=US, O=Let's Encrypt, CN=R3",3760976217,"onlinecareerevents.com","jobbank.dtu.dk","2020-12-10T10:29:11.648","2020-12-10T09:29:11","2021-03-10T09:29:11","03373e771ec12fccb266d29f84feb9fd8edf"
183267,"C=US, O=Let's Encrypt, CN=R3",3760836212,"e-windlidar.windenergy.dtu.dk","e-windlidar.windenergy.dtu.dk","2020-12-10T09:46:12.951","2020-12-10T08:46:12","2021-03-10T08:46:12","0399a5fd493df0d83a273ac6928a25290546"
183267,"C=US, O=Let's Encrypt, CN=R3",3760832654,"semantic-turkey.windenergy.dtu.dk","semantic-turkey.windenergy.dtu.dk","2020-12-10T09:46:12.516","2020-12-10T08:46:12","2021-03-10T08:46:12","03932a85d2214b3898ba432c2a90b42e79a5"
183267,"C=US, O=Let's Encrypt, CN=R3",3760836111,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-10T09:46:09.067","2020-12-10T08:46:08","2021-03-10T08:46:08","038f80697f1eebd837ec299e0681b40f41c0"
183267,"C=US, O=Let's Encrypt, CN=R3",3759618661,"gbex.ebdrup.biosustain.dtu.dk","gbex.ebdrup.biosustain.dtu.dk","2020-12-10T03:00:59.931","2020-12-10T02:00:59","2021-03-10T02:00:59","03b6b099a091dc55ab4a6af3e11e35ca46c7"
183267,"C=US, O=Let's Encrypt, CN=R3",3759208158,"www.merit.dtu.dk","www.merit.dtu.dk","2020-12-10T00:42:01.188","2020-12-09T23:42:00","2021-03-09T23:42:00","03cc1455a99f640d1d6267ef0015c493c2eb"
183267,"C=US, O=Let's Encrypt, CN=R3",3759206962,"www.dispensation.dtu.dk","www.dispensation.dtu.dk","2020-12-10T00:41:46.743","2020-12-09T23:41:45","2021-03-09T23:41:45","033fe1e7d0c6f7a9aed8cb5eef6005dabb57"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3752611003,"*.ait.dtu.dk","*.ait.dtu.dk
ait.dtu.dk","2020-12-08T10:19:32.99","2020-12-08T00:00:00","2021-12-08T23:59:59","00d91cf9c5ba02c6cd47d4f36757eeb551"
183267,"C=US, O=Let's Encrypt, CN=R3",3741385429,"ctaskseq.byg.dtu.dk","ctaskseq.byg.dtu.dk","2020-12-05T17:45:27.153","2020-12-05T16:45:27","2021-03-05T16:45:27","0354e898b98379c46b9a7ee40a66d9e538ab"
183267,"C=US, O=Let's Encrypt, CN=R3",3740390793,"chococell.ebdrup.biosustain.dtu.dk","chococell.ebdrup.biosustain.dtu.dk","2020-12-05T11:24:16.108","2020-12-05T10:24:15","2021-03-05T10:24:15","030341e589fb8efe5adf25e290f06f42524b"
183267,"C=US, O=Let's Encrypt, CN=R3",3736000055,"lydenafdk.compute.dtu.dk","lydenafdk.compute.dtu.dk","2020-12-04T10:18:19.265","2020-12-04T09:18:19","2021-03-04T09:18:19","0345aec1280010a86d56d901aeba9e0bf2b8"
183267,"C=US, O=Let's Encrypt, CN=R3",3731867414,"www.sswinside.mek.dtu.dk","www.sswinside.mek.dtu.dk","2020-12-03T12:16:13.956","2020-12-03T11:16:13","2021-03-03T11:16:13","03bc502ccfb2a75afd795c2841e48e1a5125"
183267,"C=US, O=Let's Encrypt, CN=R3",3731771161,"ebdrup.biosustain.dtu.dk","ebdrup.biosustain.dtu.dk","2020-12-03T11:45:57.476","2020-12-03T10:45:57","2021-03-03T10:45:57","039d52d1d84e9b9db9f50a52001d5eb69486"
183267,"C=US, O=Let's Encrypt, CN=R3",3731465192,"lydenafdk.compute.dtu.dk","lydenafdk.compute.dtu.dk","2020-12-03T10:09:47.815","2020-12-03T09:09:47","2021-03-03T09:09:47","03406b06253f09d1551a28045e612de603e5"
183267,"C=US, O=Let's Encrypt, CN=R3",3731373332,"semantic-turkey.windenergy.dtu.dk","semantic-turkey.windenergy.dtu.dk","2020-12-03T09:43:22.413","2020-12-03T08:43:21","2021-03-03T08:43:21","03042d0e8c9ac8bc62581575748669695df9"
183267,"C=US, O=Let's Encrypt, CN=R3",3731368948,"e-windlidar.windenergy.dtu.dk","e-windlidar.windenergy.dtu.dk","2020-12-03T09:43:02.192","2020-12-03T08:43:02","2021-03-03T08:43:02","03bb9b58a2923475a6035885df22542f2cac"
183267,"C=US, O=Let's Encrypt, CN=R3",3731283199,"e-windlidar.windenergy.dtu.dk","e-windlidar.windenergy.dtu.dk","2020-12-03T09:18:34.984","2020-12-03T08:18:34","2021-03-03T08:18:34","0388544f54c8f7f0d0a689d34b2359a743be"
183267,"C=US, O=Let's Encrypt, CN=R3",3731287347,"semantic-turkey.windenergy.dtu.dk","semantic-turkey.windenergy.dtu.dk","2020-12-03T09:18:34.003","2020-12-03T08:18:33","2021-03-03T08:18:33","0333f6dc352f5d754c9d5ec632a4d6ae5a66"
183267,"C=US, O=Let's Encrypt, CN=R3",3731286936,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-03T09:18:21.116","2020-12-03T08:18:21","2021-03-03T08:18:21","03cf7a6a00e744d872217de01af5c7f0ebab"
183267,"C=US, O=Let's Encrypt, CN=R3",3731283085,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-03T09:18:20.31","2020-12-03T08:18:20","2021-03-03T08:18:20","030bbafd204d6c8140324b9f2b257e63fbb5"
183267,"C=US, O=Let's Encrypt, CN=R3",3731281165,"semantic-turkey.windenergy.dtu.dk","semantic-turkey.windenergy.dtu.dk","2020-12-03T09:16:23.935","2020-12-03T08:16:23","2021-03-03T08:16:23","038b3e6a1d6391fc8767604c10769cd78975"
183267,"C=US, O=Let's Encrypt, CN=R3",3731277189,"e-windlidar.windenergy.dtu.dk","e-windlidar.windenergy.dtu.dk","2020-12-03T09:16:23.753","2020-12-03T08:16:23","2021-03-03T08:16:23","0368e91dad558c1317d2b04230da36fd8dbb"
183267,"C=US, O=Let's Encrypt, CN=R3",3731281896,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-03T09:16:23.752","2020-12-03T08:16:23","2021-03-03T08:16:23","0386e438cd03c3d8c81fa5f131c6252d4e93"
183267,"C=US, O=Let's Encrypt, CN=R3",3731281089,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-03T09:16:21.824","2020-12-03T08:16:21","2021-03-03T08:16:21","03cc8821221431430c48be9ff909768c494a"
183267,"C=US, O=Let's Encrypt, CN=R3",3731281206,"data.windenergy.dtu.dk","data.windenergy.dtu.dk","2020-12-03T09:16:18.813","2020-12-03T08:16:18","2021-03-03T08:16:18","03497b97a1a5209ca4f6aeb17227fd13d532"
183267,"C=US, O=Let's Encrypt, CN=R3",3727759324,"man-vm-datachal1.win.dtu.dk","man-vm-datachal1.win.dtu.dk","2020-12-02T13:25:07.65","2020-12-02T12:25:07","2021-03-02T12:25:07","0342ed8bb68624bf9b252059fc21b2993ba7"
183267,"C=US, O=Let's Encrypt, CN=R3",3727303503,"onlinecareerevents.com","jobbank.dtu.dk","2020-12-02T10:56:44.69","2020-12-02T09:56:44","2021-03-02T09:56:44","03cf538080bf36a3a95533cfd6692aa8efa9"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3722727746,"iso27001.it.env.dtu.dk","iso27001.it.env.dtu.dk
limestone.env.dtu.dk
moodle.env.dtu.dk
www-mw.env.dtu.dk","2020-12-01T11:50:47.24","2020-12-01T10:50:47","2021-03-01T10:50:47","03f38625647c461a5036aeefc686a92e6b49"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3718573329,"*.adm.dtu.dk","*.adm.dtu.dk
adm.dtu.dk","2020-11-30T15:23:23.282","2020-11-30T00:00:00","2021-11-30T23:59:59","00ab27f01ec209572ac90e1f9dfb5a48b5"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3718355459,"*.man.dtu.dk","*.man.dtu.dk
man.dtu.dk","2020-11-30T14:18:12.193","2020-11-30T00:00:00","2021-11-30T23:59:59","00d776811bd0b222f4cfb4d82a638512f0"
160137,"C=NL, O=GEANT Vereniging, CN=GEANT OV RSA CA 4",3717570622,"tfs.dtu.dk","ait-psql07srvc.win.dtu.dk
ait-psql18stan1.win.dtu.dk
ait-ptfs02app01.win.dtu.dk
ait-ptfs02bld01.win.dtu.dk
tfs.dtu.dk","2020-11-30T10:23:45.422","2020-11-30T00:00:00","2021-11-30T23:59:59","198af0df338a0d541b16050036e066a1"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3717264694,"feedme.compute.dtu.dk","feedme.compute.dtu.dk","2020-11-30T08:53:47.082","2020-11-30T07:53:46","2021-02-28T07:53:46","03fe9e53ff874295204558605277ea0eeac4"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3711919585,"svn.dtusat.dtu.dk","svn.dtusat.dtu.dk","2020-11-29T04:44:14.74","2020-11-29T03:44:14","2021-02-27T03:44:14","04ca7895b2afcab47231e59f0495b64756d2"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3711922802,"inventory.dtusat.dtu.dk","inventory.dtusat.dtu.dk","2020-11-29T04:44:06.26","2020-11-29T03:44:06","2021-02-27T03:44:06","04d7de2ded7e8a6a1582e4c7015180805be1"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3711917342,"gitlab.dtusat.dtu.dk","gitlab.dtusat.dtu.dk","2020-11-29T04:43:53.055","2020-11-29T03:43:53","2021-02-27T03:43:53","036c702990505c7d744000a2892324677a61"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3709981374,"ui.production.findit.cvt.dk","findit.dtu.dk","2020-11-28T17:28:10.108","2020-11-28T16:28:09","2021-02-26T16:28:09","04460ad8eb8e2b248916ea6d6bcd9f01c56b"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3706634009,"www.designguide.dtu.dk","www.designguide.dtu.dk","2020-11-27T23:20:54.425","2020-11-27T22:20:54","2021-02-25T22:20:54","036f950450b332363fc3c9a544ca81a7afdf"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3706637464,"designguide.dtu.dk","designguide.dtu.dk","2020-11-27T23:20:07.429","2020-11-27T22:20:06","2021-02-25T22:20:06","04b2557da499ca0b49b315e07f3f9b8efd50"
16418,"C=US, O=Let's Encrypt, CN=Let's Encrypt Authority X3",3701863026,"www.prg.dtu.dk","hafnium.prg.dtu.dk
www.prg.dtu.dk","2020-11-26T23:31:06.541","2020-11-26T22:31:06","2021-02-24T22:31:06","04063a33e9312d08a873a3514e74ccd2036b"
